Name,Original Price,Discounted Price,Discount Percent,Premium,quantity,Rating,Review Count,Delivery Time,Category,selling price
Mamaearth Vitamin C Daily Glow Face Serum,399,61,84.71,No,30 ml,4.1,408,10 mins,skin care,338
Plum Marshmallow Melt Body Lotion ,475,119,74.95,No,400 ml,3.5,114,10 mins,skin care,356
The Face Shop Rice,990,302,69.49,No,150 ml,,174,10 mins,skin care,688
Lakme Absolute Perfect Radiance Skin Brightening Light Creme,525,126,76,No,50 g,,134,10 mins,skin care,399
Cetaphil Moisturising Cream,669,137,79.52,No,80 g,4.6,669,6 mins,skin care,532
Re'Equil Oil Free Moisturiser ,295,15,94.92,No,100 g,4.4,304,6 mins,skin care,280
Vaseline Deep Moisture Body Lotion,249,66,73.49,No,200 ml,4.7,249,6 mins,skin care,183
Cetaphil Moisturising Lotion ,1199,144,87.99,No,250 ml,3.9,222,10 mins,skin care,1055
Vaseline Deep Moisture Body Lotion,750,328,56.27,No,600 ml,4.8,750,6 mins,skin care,422
NIVEA Soft Light Moisturizer ,265,64,75.85,No,100 ml,4.7,265,6 mins,skin care,201
VLCC Bridal Glow Facial Kit,529,87,83.55,No,49 g,,182,10 mins,skin care,442
Cetaphil Moisturising Cream,1349,148,89.03,No,250 g,4.9,285,10 mins,skin care,1201
NIVEA Creme,524,205,60.88,No,200 ml,4.8,524,6 mins,skin care,319
Vlcc Pearl Single Facial Kit,329,148,55.02,No,60 g,4.5,693,6 mins,skin care,181
Vlcc Pearl Single Facial Kit,449,67,85.08,No,150 ml,4.6,449,6 mins,skin care,382
Everyuth Naturals Moisturizing Fruit Face Wash ,225,105,53.33,No,150 g,4.6,225,6 mins,skin care,120
Vlcc Almond Honey Deep Nourishing,370,74,80,No,700 ml,4.9,410,10 mins,skin care,296
NIVEA Creme,275,77,72,No,100 ml,4.8,275,6 mins,skin care,198
Everyuth Naturals Tulsi Turmeric Face Wash,225,109,51.56,No,150 g,4.6,225,6 mins,skin care,116
VLCC Gold Facial Kit For Luminous,359,151,57.94,No,60 g,4.5,781,6 mins,skin care,208
VLCC Gold Facial Kit For Luminous,499,204,59.12,No,50 g,4.7,127,10 mins,skin care,295
Garnier Men Oil Clear Face Wash,299,97,67.56,No,100 g,4.6,299,6 mins,skin care,202
Garnier Men Oil Clear Face Wash,695,195,71.94,No,30 ml,4.4,408,10 mins,skin care,500
NIVEA Soft Light Moisturizer,400,180,55,No,200 ml,4.6,400,6 mins,skin care,220
NIVEA Soft Light Moisturizer,825,361,56.24,No,600 ml,4.4,825,6 mins,skin care,464
NIVEA Nourishing Body Lotion Body Milk,495,227,54.14,No,400 ml,4.5,495,6 mins,skin care,268
Mamaearth Ubtan Face Wash,269,84,68.77,No,100 ml,4.6,269,6 mins,skin care,185
Himalaya Cocoa Butter Intensive Body Lotion,399,194,51.38,No,400 ml,4.6,400,6 mins,skin care,205
Cetaphil Moisturising Lotion,1699,187,88.99,No,500 ml,4.4,367,6 mins,skin care,1512
