product_name,original_price,discounted_price,discount_percent,premium,quantity,rating,review_count,delivery_time,category,selling_price
Lay's Spanish Tomato Tango Potato Chips,50,16,68,No,80 g,4.7,161,12,chips,34
Bingo! Potato Chips,20,4,80,No,25 g,4.6,45,12,chips,16
Lay's Classic Salted Potato Chips,30,3,90,No,67 g,4.7,185,12,chips,27
Balaji Simply Salted Chips,40,2,95,No,135 g,4.8,135,12,chips,38
Kellogg's Pringles Potato Chips Desi Masala Tadka Flavour,60,12,80,No,40 g,4.5,652,12,chips,48
Lay's Potato Chips Wafer style,20,4,80,No,48 g,4.7,48,12,chips,16
Modern Kitchens Hot Chips Salted,70,26,62,No,100 g,4.1,100,12,chips,44
Too Yumm! Kashmiri Chilli Spicy Potato Chips,50,15,70,No,79 g,4.6,79,12,chips,35
Lay's India's Magic Masala Potato Chips,85,27,68,No,143 g,4.7,697,12,chips,58
Bingo! Original Style Chilli Charged Tomato Chips,30,9,70,No,55 g,4.7,55,12,chips,21
Crax Masala Punch Potato Chips Snacks,50,17,66,No,85 g,4.7,85,12,chips,33
Lay's American Cream,85,31,63,No,143 g,4.7,838,12,chips,54
Pringles Potato Chips Pizza Flavour,125,34,72,No,102 g,4.6,125,12,chips,91
Lay's Classic Salted Potato Chips,50,10,80,No,82 g,4.7,185,12,chips,40
Modern Kitchens Banana Chips Salted,60,20,66,No,70 g,4.6,70,12,chips,40
Superyou Multigrain Masala Chips,40,4,90,No,40 g,4.7,762,12,chips,36
Pringles Potato Chips Peri Peri Flavour,125,38,69,No,102 g,4.4,125,12,chips,87
Pringles Potato Chips Original Flavour,125,38,69,No,107 g,4.5,125,12,chips,87
Pringles Chips,125,33,73,No,102 g,4.5,125,12,chips,92
Beyond Snack Kerala Banana Chips,60,16,73,No,70 g,4.5,70,12,chips,44
Wickedgud Chickpea Popped Chips,35,11,68,No,20 g,4.4,426,22,chips,24
The Healthy Binge Millet Baked Chips,40,7,82,No,40 g,4.4,40,12,chips,33
Superyou Multigrain Sour Cream,40,4,90,No,40 g,4.7,767,12,chips,36
Snackible Peri Peri Ragi Chips,50,8,84,No,55 g,4.7,55,12,chips,42
Khari Foods Peri Peri Beetroot Crispies Chips,55,11,80,No,50 g,4.8,55,12,chips,44
Superyou Multigrain Cheese,50,14,72,No,40 g,4.6,719,12,chips,36
Beyond Snack Kerala Banana Chips,60,6,90,No,70 g,4.6,70,12,chips,54
Beyond Snack Kerala Banana Chips,75,24,68,No,75 g,4.4,183,12,chips,51
Beyond Snack Kerala Banana Chips,75,24,68,No,75 g,4.4,189,12,chips,51
4700BC Chips+ Hawaiian Barbeque Popped Corn,50,14,72,No,55 g,4.5,4700,12,chips,36
Pringles Potato Chips Desi Masala Tadka Flavour,190,54,71,No,134 g,4.4,88,12,chips,136
Modern Kitchens Banana Chips Salted,120,38,68,No,160 g,4.7,160,12,chips,82
Healthy Master Baked Chips Combo 210G,399,56,85,No,210 g,4.4,217,22,chips,343
Bingo! Original Style Chilli Sprinkled,60,12,80,No,45 g,4.3,183,12,chips,48
Bingo! Original Style Chilli Sprinkled,80,20,75,No,46 g,4.6,926,12,chips,60
Kurkure Yummy PuffCorn Yummy Cheese Chips Combo,60,12,80,No,46 g,4.7,681,12,chips,48
Lay's American Cream,80,16,80,No,46 g,4.7,774,12,chips,64
Haldiram's Halke Fulke,60,4,93,No,46 g,4.3,710,12,chips,56
Bingo! Original Style Chilli Sprinkled,100,38,62,No,46 g,4.4,585,12,chips,62
Lay's Potato Chips,60,9,85,No,46 g,4.4,456,12,chips,51
Lay's West Indies Hot 'n' Sweet Chilli Potato Chips Combo,80,16,80,No,46 g,4.5,714,12,chips,64
Uncle Chips Spicy Treat Combo,100,32,68,No,46 g,4.2,425,12,chips,68
Lay's India's Magic Masala Potato Chips Combo,80,16,80,No,46 g,4.3,522,12,chips,64
Lay's American Cream,60,12,80,No,46 g,4.6,642,12,chips,48
Lay's India's Magic Masala Potato Chips Combo,40,8,80,No,46 g,4.3,997,12,chips,32
Kurkure Red Chilli Chataka Chips Combo,60,9,85,No,46 g,4.5,688,12,chips,51
Lay's Spanish Tomato Tango Potato Chips Combo,80,12,85,No,46 g,4.3,909,12,chips,68
Lay's Potato Chips,80,12,85,No,50 g,4.6,94,12,chips,68
Lay's India's Magic Masala Potato Chips Combo,96,28,70,No,50 g,4.4,322,12,chips,68
Beyond Snack Kerala Banana Chips,40,6,85,No,50 g,4.3,940,12,chips,34
Bingo Hashtags Potato Chips,60,22,63,No,50 g,4.6,188,12,chips,38
Bingo Hashtags Potato Chips,90,39,56,No,50 g,4.4,256,12,chips,51
Bingo Hashtags Potato Chips,60,20,66,No,50 g,4.3,250,12,chips,40
Lay's Classic Salted Potato Chips Combo,80,8,90,No,50 g,4.2,417,12,chips,72
Bingo! Original Style Potato Chips,100,32,68,No,50 g,4.5,242,12,chips,68
Uncle Chips Plain Salted Combo,100,28,72,No,50 g,4.4,92,12,chips,72
Lay's India's Magic Masala Potato Chips Combo,90,15,83,No,50 g,4.6,842,12,chips,75
Lay's American Cream,96,28,70,No,50 g,4.6,526,12,chips,68
Lay's American Cream,90,15,83,No,56 g,4.4,222,12,chips,75
Lay's Spanish Tomato Tango Potato Chips Combo,100,32,68,No,56 g,4.7,809,12,chips,68
Yellow Diamond Cream 'N' Onion Chips Combo,100,44,56,No,56 g,4.6,715,12,chips,56
Lay's Classic Salted Potato Chips Combo,60,6,90,No,56 g,4.4,774,12,chips,54
Lay's Classic Salted Potato Chips Combo,60,3,95,No,56 g,4.2,772,12,chips,57
Lay's Wafer Chips Red Chilli Combo,40,8,80,No,56 g,4.5,966,12,chips,32
Lay's Wafer Chips Red Chilli Combo,80,16,80,No,56 g,4.5,943,12,chips,64
Kurkure Yummy PuffCorn Yummy Cheese Chips Combo,120,24,80,No,75 g,4.4,925,12,chips,96
Lay's India's Magic Masala Potato Chips Combo,60,12,80,No,75 g,4.6,563,12,chips,48
Lay's Potato Chips,120,18,85,No,75 g,4.6,820,12,chips,102
Bingo! Original Style Chilli Sprinkled,300,114,62,No,100 g,4.2,408,12,chips,186
Modern Kitchens Hot Chips Spicy Combo,140,52,62,No,75 g,4.2,928,12,chips,88
Kurkure Red Chilli Chataka Chips Combo,120,18,85,No,75 g,4.4,516,12,chips,102
Bingo! Potato Chips,40,10,75,No,50 g,4.7,385,12,chips,30
Lay's Wafer Chips Red Chilli Combo,60,12,80,No,50 g,4.2,818,12,chips,48
Bingo! Original Style Chilli Sprinkled,150,63,58,No,50 g,4.4,680,12,chips,87
Beyond Snack Kerala Banana Chips,40,6,85,No,50 g,4.4,997,12,chips,34
Bingo! Original Style Chilli Charged Tomato Chips Combo,60,20,66,No,50 g,4.4,563,12,chips,40
Lay's Classic Salted Potato Chips Combo,100,24,76,No,50 g,4.5,576,12,chips,76
Modern Kitchens Wheel Chips Combo,120,60,50,No,50 g,4.6,175,12,chips,60
Bingo! Original Style Salt Sprinkled,100,34,66,No,50 g,4.4,571,12,chips,66
Bingo! Original Style Salt Sprinkled,150,51,66,No,50 g,4.3,188,12,chips,99
Lay's American Cream,120,20,83,No,50 g,4.3,210,12,chips,100
Bingo! Original Style Potato Chips,200,64,68,No,50 g,4.5,126,12,chips,136
Lay's American Cream,40,8,80,No,75 g,4.5,679,12,chips,32
Modern Kitchens Banana Chips Salted Combo,120,40,66,No,75 g,4.7,424,12,chips,80
Lay's India's Magic Masala Potato Chips Combo,170,54,68,No,75 g,4.5,153,12,chips,116
Bingo! Original Style Potato Chips,150,60,60,No,75 g,4.6,421,12,chips,90
Kurkure Red Chilli Chataka Chips Combo,40,6,85,No,75 g,4.2,252,12,chips,34
Uncle Chips Spicy Treat Combo,200,64,68,No,75 g,4.6,745,12,chips,136
Lay's West Indies Hot 'n' Sweet Chilli Potato Chips Combo,40,8,80,No,75 g,4.6,107,12,chips,32
Pringles Potato Chips,120,32,73,No,75 g,4.7,680,12,chips,88
Bingo! Original Style Chilli Sprinkled,40,8,80,No,75 g,4.6,411,12,chips,32
Lay's India's Magic Masala Potato Chips Combo,255,90,64,No,75 g,4.6,933,12,chips,165
Modern Kitchens Hot Chips Salted Combo,140,52,62,No,75 g,4.7,380,12,chips,88
Kurkure Yummy PuffCorn Yummy Cheese Chips Combo,40,8,80,No,75 g,4.6,560,12,chips,32
Lay's India's Magic Masala Potato Chips Combo,192,56,70,No,75 g,4.3,127,12,chips,136
Lay's India's Magic Masala Potato Chips Combo,180,30,83,No,75 g,4.3,274,12,chips,150
Lay's American Cream,192,56,70,No,75 g,4.3,803,12,chips,136
Too Yumm! Kashmiri Chilli Spicy Potato Chips,100,34,66,No,75 g,4.3,642,12,chips,66
Too Yumm! Kashmiri Chilli Spicy Potato Chips,150,57,62,No,75 g,4.7,73,12,chips,93
Lay's Potato Chips,40,6,85,No,75 g,4.2,587,12,chips,34
Pringles Potato Chips,180,48,73,No,75 g,4.4,551,12,chips,132
Lay'S American Cream,47,10,78,No,75 g,4.5,65,12,chips,37
Modern Kitchens Hot Chips Salted Combo,210,78,62,No,75 g,4.5,171,12,chips,132
Lay's Classic Salted Potato Chips Combo,40,2,95,No,75 g,4.7,116,12,chips,38
Lay's American Cream,144,42,70,No,75 g,4.5,612,12,chips,102
Lay's American Cream,60,10,83,No,75 g,4.5,606,12,chips,50
Lay's Classic Salted Potato Chips Combo,90,9,90,No,75 g,4.2,393,12,chips,81
Modern Kitchens Hot Chips Spicy Combo,280,104,62,No,75 g,4.7,548,12,chips,176
Lay's Classic Salted Potato Chips Combo,120,12,90,No,75 g,4.3,935,12,chips,108
Pringles Chips,250,66,73,No,75 g,4.5,85,12,chips,184
Yellow Diamond Plain Salted Chips Combo,100,36,64,No,75 g,4.3,801,12,chips,64
Uncle Chips Plain Salted Combo,200,56,72,No,75 g,4.4,927,12,chips,144
Modern Kitchens Hot Chips Spicy Combo,210,78,62,No,75 g,4.3,486,12,chips,132
Lay's Classic Salted Potato Chips Combo,200,40,80,No,100 g,4.5,928,12,chips,160
Pringles Potato Chips Peri Peri Flavour Combo,250,76,69,No,100 g,4.5,734,12,chips,174
Lay's Classic Salted Potato Chips Combo,150,30,80,No,100 g,4.5,365,12,chips,120
Modern Kitchens Wheel Chips Combo,180,90,50,No,100 g,4.3,346,12,chips,90
Yellow Diamond Cream 'N' Onion Chips Combo,150,66,56,No,100 g,4.4,631,12,chips,84
Lay'S American Cream,88,22,75,No,100 g,4.6,71,12,chips,66
Modern Kitchens Banana Chips Salted Combo,180,60,66,No,100 g,4.4,406,12,chips,120
Lay's Potato Chips Wafer style,40,8,80,No,100 g,4.4,193,12,chips,32
Modern Kitchens Banana Chips Salted Combo,360,114,68,No,100 g,4.4,245,12,chips,246
Modern Kitchens Banana Chips Salted Combo,240,76,68,No,100 g,4.5,676,12,chips,164
Nestle Munch Max Choco Coated Crunchy Wafer Bar,20,3,85,No,5 g,4.8,190,5,chocolate,17
Cadbury Dairy Milk Chocolate Bar,25,1,96,No,26 g,4.8,28,5,chocolate,24
Snickers Peanut Filled Chocolate Bar Loaded with Delicious Roasted Peanuts Combo,90,12,86,No,75 g,4.7,188,5,chocolate,78
Snickers Best of Minis Assorted Chocolates Mini Pack Combo,398,100,74,No,150 g,4.5,50,5,chocolate,298
Cadbury 5 Star Chocolate Bar,20,3,85,No,33 g,4.8,80,5,chocolate,17
Nestle KitKat 4 Fingers Choco Coated Wafer Bar,35,10,71,No,5 g,4.8,250,5,chocolate,25
Snickers Minis Chocolate Pack Loaded with Peanuts Nougat,135,34,74,No,75 g,4.8,135,5,chocolate,101
Cadbury 5 Star Chocolate Bar Kitted,53,10,81,No,16 g,4.8,53,5,chocolate,43
Snickers Minis Chocolate Pack Loaded with Peanuts Nougat,199,45,77,No,150 g,4.8,199,5,chocolate,154
Nestle KitKat Minis Choco Coated Wafer Bar,149,27,81,No,4 g,4.7,149,5,chocolate,122
Hershey's Kisses Milk Chocolate Share Bag,53,17,67,No,36 g,4.7,53,5,chocolate,36
Snickers Best of Minis Assorted Chocolates Mini Pack,199,50,74,No,150 g,4.6,199,5,chocolate,149
Snickers Minis Chocolate Pack Loaded with Peanuts Nougat,398,90,77,No,200 g,4.2,799,5,chocolate,308
Nestle Milkybar Choo Strawberry Flavour Sharebag,50,9,82,No,45 g,4.8,50,5,chocolate,41
Nestle Munch Choco Coated Wafer Bar,100,17,83,No,7 g,4.8,100,5,chocolate,83
Amul Milk Chocolate Smooth And Creamy,200,33,83,No,150 g,4.7,200,5,chocolate,167
Amul Almondo Chocolate,230,30,86,No,100 g,4.7,230,5,chocolate,200
Cadbury Dairy Milk Chocolate Bar,53,9,83,No,46 g,4.8,313,5,chocolate,44
Cadbury Dairy Milk Crispello Chocolate Bar,40,8,80,No,35 g,4.7,44,5,chocolate,32
Amul Fruit 'N' Nut Chocolate,180,7,96,No,150 g,4.8,180,5,chocolate,173
Twix Cookie Caramel Chocolate Bar Combo,178,52,70,No,140 g,4.4,478,5,chocolate,126
Cadbury Dairy Milk Silk Oreo Chocolate Bar,98,16,83,No,5 g,4.8,98,5,chocolate,82
Cadbury Dairy Milk Fruit,49,6,87,No,36 g,4.8,90,5,chocolate,43
Twix Minis Cookie Caramel Chocolate Pack,189,42,77,No,135 g,4.9,189,5,chocolate,147
Twix Cookie Caramel Chocolate Bar,89,26,70,No,50 g,4.8,89,5,chocolate,63
Cadbury Celebrations Assorted Chocolate Gift Pack,50,9,82,No,45 g,4.7,52,5,chocolate,41
Snickers Peanut Filled Chocolate Bar Loaded with Delicious Roasted Peanuts,45,6,86,No,40 g,4.7,45,5,chocolate,39
Go Zero,110,53,51,No,50 g,3.8,120,5,chocolate,57
Go Zero,220,106,51,No,75 g,4.2,385,5,chocolate,114
Cadbury Dairy Milk Chocolate Bar,125,25,80,No,112 g,4.8,313,5,chocolate,100
Cadbury Fuse Chocolate Bar,45,9,80,No,43 g,4.8,45,5,chocolate,36
Cadbury Dairy Milk Bites Almond Chocolate Pack,89,15,83,No,50 g,4.7,89,5,chocolate,74
Hershey's Creamy Milk Chocolate Bar,53,9,83,No,38 g,4.7,53,5,chocolate,44
Hershey's Creamy Milk Chocolate Bar,80,23,71,No,5 g,4.5,80,5,chocolate,57
Hershey's Dark Chocolate Bar,75,27,64,No,38 g,4.7,75,5,chocolate,48
Hershey's Cookies 'N' Creme Chocolate Bar,62,12,80,No,38 g,4.7,62,5,chocolate,50
Kinder Creamy Milky And Cocoa With Extruded Rice,25,3,88,No,19 g,4.7,25,5,chocolate,22
Hershey's Exotic Dark Blueberry And Acai Chocolates Share Bag,57,16,71,No,3 g,4.6,57,5,chocolate,41
Cadbury Dairy Milk Silk Bubbly Chocolate Bar,98,5,94,No,46 g,4.8,98,5,chocolate,93
Cadbury Dairy Milk Silk Chocolate Bar,102,11,89,No,55 g,4.8,102,5,chocolate,91
Snickers Peanut Filled Chocolate Bar Loaded with Delicious Roasted Peanuts,135,21,84,No,120 g,4.7,135,5,chocolate,114
Hershey's Whole Almonds Chocolate Bar,62,18,70,No,40 g,4.7,62,5,chocolate,44
Hershey's Kisses Cookies 'N' Cream Chocolate Share Bag,65,27,58,No,6 g,4.7,65,5,chocolate,38
Nestle KitKat Delights Caramel,90,25,72,No,50 g,4.6,90,5,chocolate,65
Cadbury Dairy Milk Bites Hazelnut Chocolate Pack,89,18,79,No,45 g,4.7,89,5,chocolate,71
Hershey's Kisses With Almonds Chocolate Share Bag,65,14,78,No,6 g,4.7,65,5,chocolate,51
Cadbury Dairy Milk Silk Mousse Chocolate Bar,98,7,92,No,5 g,4.7,98,5,chocolate,91
Galaxy Smooth Milk Chocolate Bar for Gifting,130,55,57,No,56 g,4.7,130,5,chocolate,75
Cadbury 5 Star Mini Treat Chocolate Pack,200,59,70,No,45 g,4.8,200,5,chocolate,141
Cadbury Dairy Milk Silk Fruit and Nut Chocolate Bar,98,13,86,No,51 g,4.8,98,5,chocolate,85
Cadbury Temptations Almond Treat Premium Chocolate Bar,125,25,80,No,70 g,4.8,125,5,chocolate,100
Amul Dark Chocolate Bar,180,9,95,No,150 g,4.8,180,5,chocolate,171
Hershey's Exotic Dark Chocolate Californian Almonds,60,16,73,No,30 g,4.6,60,5,chocolate,44
Bounty Miniatures Coconut Filled Chocolate Pack,179,66,63,No,56 g,4.7,179,5,chocolate,113
Hershey's Exotic Raspberry,65,23,64,No,3 g,4.7,65,5,chocolate,42
Cadbury 5 Star 3D Chocolate Bar,45,9,80,No,40 g,4.8,45,5,chocolate,36
Cadbury Dairy Milk Silk Ganache Chocolate Bar,110,27,75,No,54 g,4.7,110,5,chocolate,83
Cadbury Temptations Rum,125,22,82,No,70 g,4.7,125,5,chocolate,103
Cadbury Dairy Milk Silk Hazelnut Chocolate Bar,98,6,93,No,54 g,4.8,98,5,chocolate,92
Cadbury Dairy Milk Silk Chocolate Mini Treats Pack,214,64,70,No,76 g,4.8,214,5,chocolate,150
Cadbury Perk Plus Chocolate Coated Wafer Bar,19,1,94,No,38 g,4.7,220,5,chocolate,18
Cadbury Dairy Milk Silk Chocolate Bar,250,74,70,No,144 g,4.8,250,5,chocolate,176
Cadbury Dairy Milk Mini Treats Chocolate Pack,149,48,67,No,56 g,4.6,149,5,chocolate,101
Hershey's Kisses Choco Truffle,99,28,71,No,45 g,4.6,99,5,chocolate,71
Cadbury Dairy Milk Silk Desserts Plum Cake Chocolate Bar,120,29,75,No,70 g,4.5,120,5,chocolate,91
Nova Nova Best Bite Choco Filled Cones,99,24,75,No,50 g,4.6,99,5,chocolate,75
Cadbury Dairy Milk Fruit,107,13,87,No,75 g,4.8,107,5,chocolate,94
Luvit Goodies Assorted Chocolate Gift Pack,90,39,56,No,55 g,4.6,848,5,chocolate,51
"Fabelle Hazelnut Handcrafted Chocolate Truffles Inspired by Classic Desserts, Assorted Luxury Chocolates Gift Pack",120,42,65,No,55 g,3.6,587,5,chocolate,78
Mars Caramel Chocolate Bar,89,18,79,No,51 g,4.4,89,5,chocolate,71
Hershey's Kisses Milk Chocolate Share Bag,170,58,65,No,108 g,4.7,170,5,chocolate,112
Nova Nova Best Bite,99,21,78,No,50 g,4.5,99,5,chocolate,78
Hershey's Kisses Everyday Moments Chocolate Gift Pack,199,58,70,No,75 g,4.6,199,5,chocolate,141
Snickers Almond Filled Chocolate Bar,80,23,71,No,45 g,4.7,80,5,chocolate,57
Cadbury Dairy Milk Silk Oreo Chocolate Bar,240,43,82,No,124 g,4.8,240,5,chocolate,197
Nestle KitKat Delights Rich,210,57,72,No,150 g,4.6,210,5,chocolate,153
Nova Nova Choco Pockets,98,24,75,No,30 g,3.6,98,5,chocolate,74
Galaxy Smooth Milk Chocolate Bar for Gifting,199,51,74,No,110 g,4.7,199,5,chocolate,148
Hershey's Cookies N Creme Chocolate Bar,170,58,65,No,90 g,4.7,170,5,chocolate,112
Cadbury Dairy Milk Silk Roast Almond Chocolate Bar,214,28,86,No,134 g,4.8,214,5,chocolate,186
Cadbury Dairy Milk Silk Fruit and Nut Chocolate Bar,214,38,82,No,129 g,4.8,214,5,chocolate,176
Cadbury Dairy Milk Silk Fruit and Nut Chocolate Bar,200,63,68,No,125 g,4.7,200,5,chocolate,137
Hershey's Kisses Almonds Chocolate Share Bag,170,43,74,No,8 g,4.6,170,5,chocolate,127
Hershey's Whole Almonds Chocolate Bar,145,33,77,No,90 g,4.7,145,5,chocolate,112
Cadbury Dairy Milk Silk Mousse Chocolate Bar,240,55,77,No,110 g,4.7,240,5,chocolate,185
Cadbury Dairy Milk Silk Bubbly Chocolate Bar,240,73,69,No,112 g,4.8,240,5,chocolate,167
Hershey's Kisses Hazelnut 'N' Cookies Chocolate Share Bag,170,43,74,No,8 g,4.6,939,5,chocolate,127
Hershey's Kisses Hazelnut 'N' Cookies Chocolate Share Bag,130,16,87,No,56 g,4.6,130,5,chocolate,114
Cadbury Dairy Milk Silk Ganache Chocolate Bar,134,34,74,No,78 g,4.7,134,5,chocolate,100
Cadbury Dairy Milk Silk Ganache Chocolate Bar,240,55,77,No,137 g,4.7,240,5,chocolate,185
Hershey's Exotic Dark Blueberry And Acai Chocolate Share Bag,175,49,72,No,100 g,4.7,175,5,chocolate,126
Hershey's Cookies N Creme Chocolate Share Bag,170,57,66,No,8 g,3.9,433,5,chocolate,113
Nova Nova Waffle Chocolates,199,53,73,No,20 g,4.3,199,5,chocolate,146
Hershey's Exotic Dark Pomegranate Chocolate Share Bag,175,59,66,No,100 g,4.4,569,5,chocolate,116
Sugar Free D'lite Rich Cocoa Dark Chocolate Bar,110,38,65,No,40 g,4.6,110,5,chocolate,72
Cadbury Dairy Milk Silk Hazelnut Chocolate Bar,240,47,80,No,134 g,4.8,240,5,chocolate,193
Sugar free D'lite Hazelnut,97,25,74,No,40 g,4.6,97,5,chocolate,72
Lo Foods Dark Chocolate Bar Hazelnut Premium Sugar Free Chocolate Rich Healthy Chocolates,179,11,93,No,40 g,4.5,121,5,chocolate,168
Hershey's Exotic Raspberry And Goji Dark Chocolate Share Bag,175,49,72,No,100 g,4.6,175,5,chocolate,126
Luvit Dark Compound Chocolate,325,81,75,No,500 g,4.8,500,5,chocolate,244
Hershey's Dark Chocolate Bar,170,48,71,No,90 g,4.7,753,5,chocolate,122
Hershey's Kisses Moments Chocolate Gift pack,525,214,59,No,150 g,4.7,264,5,chocolate,311
Cadbury 5 Star Chocolate Bar Combo,40,6,85,No,50 g,4.2,812,5,chocolate,34
Cadbury Gems Chocolate Duo Pack Combo,40,8,80,No,50 g,4.6,297,5,chocolate,32
Cadbury 5 Star Chocolate Bar Combo,60,9,85,No,50 g,4.5,992,5,chocolate,51
Cadbury 5 Star Chocolate Bar Kitted Combo,106,20,81,No,50 g,4.5,90,5,chocolate,86
Cadbury Dairy Milk Fruit,98,12,87,No,75 g,4.6,388,5,chocolate,86
Cadbury Gems Chocolate Duo Pack,20,4,80,No,15 g,4.7,97,5,chocolate,16
Cadbury Dairy Milk Chocolate Bar Combo,106,18,83,No,44 g,4.7,252,5,chocolate,88
Cadbury Dairy Milk Roast Almond Chocolate Bar Combo,106,14,86,No,35 g,4.6,126,5,chocolate,92
Cadbury Dairy Milk Roast Almond Chocolate Bar Combo,98,12,87,No,67 g,4.4,452,5,chocolate,86
Cadbury Dairy Milk Crispello Chocolate Bar Combo,80,16,80,No,45 g,4.5,257,5,chocolate,64
Cadbury Dairy Milk Silk Oreo Chocolate Bar Combo,196,32,83,No,56 g,4.2,459,5,chocolate,164
Nestle Kitkat 4 Fingers Choco Coated Wafer Bar Combo,70,20,71,No,75 g,4.7,186,5,chocolate,50
Hershey's Cookies 'N' Creme Chocolate Bar Combo,124,28,77,No,50 g,4.7,799,5,chocolate,96
Cadbury Dairy Milk Crackle Chocolate Bar Combo,110,24,78,No,50 g,4.7,344,5,chocolate,86
Cadbury Dairy Milk Chocolate Bar Combo,250,50,80,No,150 g,4.3,299,5,chocolate,200
Hershey'S Kisses Milk Chocolate Share Bag Combo,106,34,67,No,75 g,4.4,565,5,chocolate,72
Cadbury Dairy Milk Silk Roast Almond Chocolate Bar Combo,196,22,88,No,100 g,4.4,56,5,chocolate,174
Cadbury Dairy Milk Bites Almond Chocolate Pack Combo,178,48,73,No,100 g,4.6,583,5,chocolate,130
Hershey'S Creamy Milk Chocolate Bar Combo,106,20,81,No,70 g,4.5,352,5,chocolate,86
Cadbury Dairy Milk Chocolate Bar Combo,212,36,83,No,100 g,4.7,580,5,chocolate,176
Cadbury Dairy Milk Bites Almond Chocolate Pack Combo,267,84,68,No,100 g,4.2,822,5,chocolate,183
Cadbury Nutties Chocolate Pack Combo,150,33,78,No,100 g,4.5,622,5,chocolate,117
Cadbury Dairy Milk Fruit,294,36,87,No,100 g,4.5,877,5,chocolate,258
Cadbury Dairy Milk Roast Almond Chocolate Bar Combo,53,7,86,No,30 g,4.7,53,5,chocolate,46
Cadbury Dairy Milk Silk Fruit and Nut Chocolate Bar Combo,196,26,86,No,150 g,4.2,619,5,chocolate,170
Cadbury Dairy Milk Bites Hazelnut Chocolate Pack Combo,178,48,73,No,150 g,4.7,853,5,chocolate,130
Nestle Milkybar Tablet Made With Milk Yummy,80,26,67,No,150 g,4.5,625,5,chocolate,54
Cadbury Dairy Milk Silk Bubbly Chocolate Bar Combo,196,10,94,No,25 g,4.3,824,5,chocolate,186
Cadbury Nutties Chocolate Pack Combo,200,44,78,No,100 g,4.2,154,5,chocolate,156
Cadbury Dairy Milk Minis Home Treats Chocolate Combo,534,159,70,No,100 g,4.2,339,5,chocolate,375
Cadbury Dairy Milk Silk Chocolate Bar Combo,204,30,85,No,100 g,4.2,198,5,chocolate,174
Cadbury Dairy Milk Fruit,147,24,83,No,100 g,4.5,339,5,chocolate,123
Cadbury Dairy Milk Roast Almond Chocolate Bar Combo,300,76,74,No,100 g,4.6,844,5,chocolate,224
Cadbury Dairy Milk Silk Roast Almond Chocolate Bar Combo,294,33,88,No,100 g,4.2,853,5,chocolate,261
Cadbury Dairy Milk Crispello Chocolate Bar Combo,240,48,80,No,100 g,4.5,149,5,chocolate,192
Cadbury Dairy Milk Roast Almond Chocolate Bar Combo,294,36,87,No,100 g,4.3,554,5,chocolate,258
Cadbury Dairy Milk Chocolate Bar Combo,104,4,96,No,100 g,4.4,607,5,chocolate,100
Cadbury Dairy Milk Roast Almond Chocolate Bar Combo,160,46,71,No,100 g,4.5,991,5,chocolate,114
Cadbury Dairy Milk Bites Hazelnut Chocolate Pack Combo,267,84,68,No,27 g,4.2,783,5,chocolate,183
Cadbury Dairy Milk Silk Chocolate Bar Combo,306,60,80,No,100 g,4.5,463,5,chocolate,246
Cadbury Dairy Milk Roast Almond Chocolate Bar Combo,147,21,85,No,100 g,4.6,312,5,chocolate,126
Cadbury Dairy Milk Crackle Chocolate Bar Combo,165,36,78,No,100 g,4.2,336,5,chocolate,129
Dark Delight,150,38,74,No,75 g,4.7,150,5,chocolate,112
Cadbury Dairy Milk Silk Hazelnut Chocolate Bar Combo,196,12,93,No,100 g,4.2,349,5,chocolate,184
Hershey's Dark Chocolate Bar Combo,150,54,64,No,100 g,4.5,213,5,chocolate,96
Cadbury Dairy Milk Crackle Chocolate Bar Combo,330,72,78,No,100 g,4.2,512,5,chocolate,258
Hershey'S Whole Almonds Chocolate Bar Combo,124,36,70,No,100 g,4.2,598,5,chocolate,88
Cadbury Dairy Milk Silk Ganache Chocolate Bar Combo,220,54,75,No,100 g,4.3,359,5,chocolate,166
Cadbury Dairy Milk Roast Almond Chocolate Bar Combo,134,20,85,No,75 g,4.8,134,5,chocolate,114
